ip.flags.df,ip.flags.mf,ip.fragment,ip.fragment.count,ip.fragments,ip.ttl,ip.proto,tcp.window_size,tcp.ack,tcp.seq,tcp.len,tcp.stream,tcp.urgent_pointer,tcp.flags,tcp.analysis.ack_rtt,tcp.segments,tcp.reassembled.length,http.request,udp.port,frame.time_relative,frame.time_delta,tcp.time_relative,tcp.time_delta,tcp.port
1,0,,,,64,6,64240,0,0,0,121,0,2,,,,,,0.336921000,0.000019000,0.000000000,0.000000000,39774
1,0,,,,64,6,64240,0,0,0,122,0,2,,,,,,0.336940000,0.000019000,0.000000000,0.000000000,47042
1,0,,,,64,6,64240,0,0,0,123,0,2,,,,,,0.336959000,0.000019000,0.000000000,0.000000000,48804
1,0,,,,64,6,64240,0,0,0,124,0,2,,,,,,0.336978000,0.000019000,0.000000000,0.000000000,34632
1,0,,,,64,6,64240,0,0,0,125,0,2,,,,,,0.336996000,0.000018000,0.000000000,0.000000000,44138
1,0,,,,64,6,64240,0,0,0,126,0,2,,,,,,0.337018000,0.000022000,0.000000000,0.000000000,43870
1,0,,,,64,6,64240,0,0,0,127,0,2,,,,,,0.337036000,0.000018000,0.000000000,0.000000000,51854
1,0,,,,64,6,64240,0,0,0,128,0,2,,,,,,0.337057000,0.000021000,0.000000000,0.000000000,40380
1,0,,,,64,6,64240,0,0,0,129,0,2,,,,,,0.337075000,0.000018000,0.000000000,0.000000000,35908
1,0,,,,64,6,64240,0,0,0,130,0,2,,,,,,0.337096000,0.000021000,0.000000000,0.000000000,45696
1,0,,,,64,6,64240,0,0,0,131,0,2,,,,,,0.337115000,0.000019000,0.000000000,0.000000000,44250
